Date,Comment,CF,SPAN,REP_RATE,POWER,Sens,Res,Interval,SAMPLINGS_NUMBER,Concentration [ppm],Concentration [mol/L]=[M],Wavelength
2023_05_04_13_05_04_289368,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,95.36057662963869,1,0.07687405492954108,2.1964015694154594e-06,1579.9900199600756
2023_05_04_13_05_05_726348,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,96.79755592346191,1,0.9993627140846261,2.8553220402417887e-05,1579.9900199600756
2023_05_04_13_05_07_160852,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,98.23206067085266,1,0.4612443295775386,1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_05_08_582937,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,99.65414476394652,1,1.4221700161973942,4.063342903421126e-05,1579.9900199600756
2023_05_04_13_05_09_990688,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,101.06189632415771,1,1.0377997415493965,2.9651421187125614e-05,1579.9900199600756
2023_05_04_13_05_11_426179,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,102.49738717079164,1,-0.4612443295775386,-1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_05_12_833596,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,103.90480470657349,1,-0.7687405492958528,-2.1964015694167223e-05,1579.9900199600756
2023_05_04_13_05_14_255293,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,105.32650089263916,1,-0.49968135704237837,-1.427661020121081e-05,1579.9900199600756
2023_05_04_13_05_15_672579,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,106.74378728866576,1,0.730303521831013,2.0865814909457515e-05,1579.9900199600756
2023_05_04_13_05_17_114343,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,108.18555116653442,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_05_18_508170,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,109.57937812805176,1,0.3843702746479245,1.0982007847083558e-05,1579.9900199600756
2023_05_04_13_05_19_943383,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,111.01459074020386,1,0.0,0.0,1579.9900199600756
2023_05_04_13_05_21_365573,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,112.4367814064026,1,0.5765554119719233,1.647301177062638e-05,1579.9900199600756
2023_05_04_13_05_22_782851,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,113.85405945777892,1,-0.6918664943663078,-1.976761412475165e-05,1579.9900199600756
2023_05_04_13_05_24_208106,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,115.27931451797484,1,-0.07687405492961026,-2.196401569417436e-06,1579.9900199600756
2023_05_04_13_05_25_642525,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,116.71373319625854,1,-0.19218513732399492,-5.491003923542712e-06,1579.9900199600756
2023_05_04_13_05_27_053105,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,118.1243131160736,1,0.42280730211269885,1.2080208631791396e-05,1579.9900199600756
2023_05_04_13_05_28_692273,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,119.76348161697388,1,0.5765554119718541,1.6473011770624402e-05,1579.9900199600756
2023_05_04_13_05_30_125054,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,121.19626235961914,1,0.3459332471831539,9.883807062375826e-06,1579.9900199600756
2023_05_04_13_05_33_177145,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,1.8499619960784912,1,1.5759181260564148,4.502623217304042e-05,1579.9900199600756
2023_05_04_13_05_34_614357,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,3.2871735095977783,1,0.0,0.0,1579.9900199600756
2023_05_04_13_05_36_029590,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,4.702407121658325,1,-0.30749621971844876,-8.785606277669964e-06,1579.9900199600756
2023_05_04_13_05_37_437503,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,6.11031985282898,1,0.8840516316902375,2.52586180482925e-05,1579.9900199600756
2023_05_04_13_05_38_863879,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,7.536695957183838,1,3.728391664084891,0.00010652547611671116,1579.9900199600756
2023_05_04_13_05_40_285909,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,8.958726167678833,1,-0.15374810985922438,-4.392803138834982e-06,1579.9900199600756
2023_05_04_13_05_41_708223,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,10.38103985786438,1,-0.9993627140846261,-2.8553220402417887e-05,1579.9900199600756
2023_05_04_13_05_43_121181,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,11.793997526168823,1,2.075599483098793,5.930284237425123e-05,1579.9900199600756
2023_05_04_13_05_44_551576,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,13.224392652511597,1,1.2684219063381004,3.62406258953743e-05,1579.9900199600756
2023_05_04_13_05_45_989721,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,14.662537574768066,1,2.921214087324333,8.346325963783808e-05,1579.9900199600756
2023_05_04_13_05_47_411039,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,16.083855867385864,1,0.4612443295775386,1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_05_48_833343,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,17.50615954399109,1,0.9993627140846261,2.8553220402417887e-05,1579.9900199600756
2023_05_04_13_05_50_234394,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,18.90721106529236,1,2.8827770598593547,8.236505885312442e-05,1579.9900199600756
2023_05_04_13_05_51_654111,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,20.326927661895752,1,-0.922488659155081,-2.6356818833002315e-05,1579.9900199600756
2023_05_04_13_05_53_098820,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,21.77163672447205,1,1.5374810985917093,4.3928031388334555e-05,1579.9900199600756
2023_05_04_13_05_54_516974,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,23.189790725708008,1,0.9609256866197823,2.7455019617708066e-05,1579.9900199600756
2023_05_04_13_05_55_942042,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,24.61485910415649,1,0.7687405492958528,2.1964015694167223e-05,1579.9900199600756
2023_05_04_13_05_57_362542,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,26.03535914421081,1,1.7296662359157775,4.941903531187936e-05,1579.9900199600756
2023_05_04_13_05_58_773666,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,27.44648289680481,1,0.03843702746470135,1.098200784705753e-06,1579.9900199600756
2023_05_04_13_06_00_188602,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,28.861419200897217,1,1.7681032633804787,5.0517236096585103e-05,1579.9900199600756
2023_05_04_13_06_01_628955,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,30.29966402053833,1,0.9993627140844875,2.855322040241393e-05,1579.9900199600756
2023_05_04_13_06_03_047920,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,31.72073721885681,1,0.15374810985922438,4.392803138834982e-06,1579.9900199600756
2023_05_04_13_06_05_702123,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,34.374940395355225,1,0.807177576760558,2.3062216478873087e-05,1579.9900199600756
2023_05_04_13_06_07_634193,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,36.30701041221619,1,-1.4221700161974595,-4.063342903421313e-05,1579.9900199600756
2023_05_04_13_06_09_384143,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,38.05695962905884,1,0.42280730211269885,1.2080208631791396e-05,1579.9900199600756
2023_05_04_13_06_11_460927,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,40.13374447822571,1,0.4612443295774041,1.317840941649726e-05,1579.9900199600756
2023_05_04_13_06_13_433638,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,42.10645508766174,1,1.9987254281692521,5.7106440804835774e-05,1579.9900199600756
2023_05_04_13_06_15_397112,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,44.0680296421051,1,-0.1921851373240641,-5.491003923544688e-06,1579.9900199600756
2023_05_04_13_06_17_365413,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,46.038230419158936,1,-0.1921851373240641,-5.491003923544688e-06,1579.9900199600756
2023_05_04_13_06_19_334843,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,48.0076596736908,1,-1.6527921809862325,-4.722263374246378e-05,1579.9900199600756
2023_05_04_13_06_21_290281,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,49.9630982875824,1,0.8456146042253977,2.4160417263582792e-05,1579.9900199600756
2023_05_04_13_06_23_285453,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,51.95827007293701,1,1.729666235915639,4.94190353118754e-05,1579.9900199600756
2023_05_04_13_06_25_240836,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,53.9136528968811,1,1.5374810985917093,4.3928031388334555e-05,1579.9900199600756
2023_05_04_13_06_27_211614,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,55.88443064689636,1,0.7303035218311515,2.0865814909461472e-05,1579.9900199600756
2023_05_04_13_06_29_181056,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,57.85387277603149,1,-0.3459332471831539,-9.883807062375826e-06,1579.9900199600756
2023_05_04_13_06_31_160129,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,59.83294606208801,1,0.07687405492954108,2.1964015694154594e-06,1579.9900199600756
2023_05_04_13_06_33_116645,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,61.789461612701416,1,1.6912292084507994,4.83208345271657e-05,1579.9900199600756
2023_05_04_13_06_35_086549,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,63.75936555862427,1,0.9609256866197823,2.7455019617708066e-05,1579.9900199600756
2023_05_04_13_06_37_053658,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,65.72647476196289,1,-0.6534294669014682,-1.866941334004195e-05,1579.9900199600756
2023_05_04_13_06_39_040532,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,67.71334862709045,1,0.38437027464785917,1.098200784708169e-05,1579.9900199600756
2023_05_04_13_06_40_992176,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,69.66499304771423,1,1.8449773183100235,5.271363766600067e-05,1579.9900199600756
2023_05_04_13_06_42_960126,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,71.63294291496277,1,0.19218513732392958,5.491003923540845e-06,1579.9900199600756
2023_05_04_13_06_44_928316,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,73.60113310813904,1,-0.4612443295775386,-1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_06_46_910223,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,75.58304023742676,1,0.5381183845070835,1.5374810985916672e-05,1579.9900199600756
2023_05_04_13_06_48_866348,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,77.53916525840759,1,1.1146737964788722,3.1847822756539204e-05,1579.9900199600756
2023_05_04_13_06_50_836470,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,79.50928711891174,1,0.5765554119717887,1.6473011770622535e-05,1579.9900199600756
2023_05_04_13_06_52_805626,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,81.4784426689148,1,-1.460607043662303,-4.1731629818922944e-05,1579.9900199600756
2023_05_04_13_06_54_771228,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,83.4440450668335,1,0.7687405492958528,2.1964015694167223e-05,1579.9900199600756
2023_05_04_13_06_56_742648,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,85.41546487808228,1,1.5374810985917093,4.3928031388334555e-05,1579.9900199600756
2023_05_04_13_06_58_711830,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,87.38464665412903,1,0.19218513732392958,5.491003923540845e-06,1579.9900199600756
2023_05_04_13_07_00_673830,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,89.3466465473175,1,1.9602884007044081,5.600824002012595e-05,1579.9900199600756
2023_05_04_13_07_02_650542,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,91.32335925102234,1,0.9224886591549427,2.6356818832998364e-05,1579.9900199600756
2023_05_04_13_07_04_621247,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,93.2940638065338,1,-0.4228073021128334,-1.208020863179524e-05,1579.9900199600756
2023_05_04_13_07_06_587516,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,95.26033329963684,1,1.4221700161973247,4.063342903420928e-05,1579.9900199600756
2023_05_04_13_07_08_555032,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,97.22784948349,1,-0.03843702746483973,-1.0982007847097065e-06,1579.9900199600756
2023_05_04_13_07_10_516057,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,99.18887448310852,1,0.8456146042253977,2.4160417263582792e-05,1579.9900199600756
2023_05_04_13_07_12_494178,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,101.16699528694151,1,-0.2306221647887693,-6.589204708250551e-06,1579.9900199600756
2023_05_04_13_07_14_466022,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,103.13883948326112,1,-0.8071775767606926,-2.3062216478876932e-05,1579.9900199600756
2023_05_04_13_07_16_430083,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,105.10289978981018,1,-0.7687405492959911,-2.1964015694171174e-05,1579.9900199600756
2023_05_04_13_07_18_396467,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,107.06928420066832,1,0.5381183845070835,1.5374810985916672e-05,1579.9900199600756
2023_05_04_13_07_20_365933,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,109.03874969482422,1,0.4612443295775386,1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_07_22_317584,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,110.9904010295868,1,0.922488659155081,2.6356818833002315e-05,1579.9900199600756
2023_05_04_13_07_24_302558,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,112.9753749370575,1,-0.9609256866199207,-2.745501961771202e-05,1579.9900199600756
2023_05_04_13_07_26_285204,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,114.958021402359,1,1.1146737964790108,3.184782275654317e-05,1579.9900199600756
2023_05_04_13_07_28_243100,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,116.91591691970824,1,0.3074962197183142,8.78560627766612e-06,1579.9900199600756
2023_05_04_13_07_30_210948,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,118.88376498222352,1,1.4221700161973247,4.063342903420928e-05,1579.9900199600756
2023_05_04_13_07_32_179636,,1600,50,19.64MHz,6,MID,2nm <1.643nm>,120.8524534702301,1,0.38437027464785917,1.098200784708169e-05,1579.9900199600756
2023_05_04_13_07_36_116739,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,2.466390609741211,1,0.19218513732392958,5.491003923540845e-06,1579.9900199600756
2023_05_04_13_07_37_868062,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,4.217714548110962,1,0.5381183845070835,1.5374810985916672e-05,1579.9900199600756
2023_05_04_13_07_39_619282,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,5.968934535980225,1,0.922488659155081,2.6356818833002315e-05,1579.9900199600756
2023_05_04_13_07_41_588578,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,7.938230276107788,1,1.1915478514086901,3.404422432596257e-05,1579.9900199600756
2023_05_04_13_07_43_342788,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,9.692439556121826,1,-0.15374810985922438,-4.392803138834982e-06,1579.9900199600756
2023_05_04_13_07_45_087355,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,11.437007427215576,1,1.5759181260565491,4.5026232173044264e-05,1579.9900199600756
2023_05_04_13_07_46_837035,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,13.186687469482422,1,1.4990440711270043,4.2829830603628695e-05,1579.9900199600756
2023_05_04_13_07_48_589265,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,14.93891668319702,1,-0.8456146042255361,-2.4160417263586746e-05,1579.9900199600756
2023_05_04_13_07_50_345962,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,16.695613622665405,1,1.9602884007045467,5.600824002012991e-05,1579.9900199600756
2023_05_04_13_07_52_086977,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,18.436628580093384,1,0.6149924394367631,1.757121255533609e-05,1579.9900199600756
2023_05_04_13_07_53_841480,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,20.19113230705261,1,0.03843702746483973,1.0982007847097065e-06,1579.9900199600756
2023_05_04_13_07_55_580079,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,21.929730653762817,1,0.8840516316902375,2.52586180482925e-05,1579.9900199600756
2023_05_04_13_07_57_348671,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,23.698322772979736,1,0.7687405492958528,2.1964015694167223e-05,1579.9900199600756
2023_05_04_13_07_59_086167,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,25.435818672180176,1,1.9987254281693865,5.7106440804839616e-05,1579.9900199600756
2023_05_04_13_08_00_834243,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,27.183894634246823,1,1.2684219063381004,3.62406258953743e-05,1579.9900199600756
2023_05_04_13_08_02_805247,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,29.15489888191223,1,0.3074962197183142,8.78560627766612e-06,1579.9900199600756
2023_05_04_13_08_04_566514,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,30.91616654396057,1,0.8456146042255361,2.4160417263586746e-05,1579.9900199600756
2023_05_04_13_08_06_305378,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,32.65502977371216,1,1.114673796479145,3.1847822756547e-05,1579.9900199600756
2023_05_04_13_08_08_053181,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,34.402833461761475,1,-1.8834143457748633,-5.381183845071038e-05,1579.9900199600756
2023_05_04_13_08_09_805296,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,36.154948472976685,1,1.8834143457750019,5.381183845071434e-05,1579.9900199600756
2023_05_04_13_08_11_567409,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,37.91706085205078,1,0.49968135704224376,1.4276610201206965e-05,1579.9900199600756
2023_05_04_13_08_13_305603,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,39.65525507926941,1,0.4612443295775386,1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_08_15_059612,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,41.40926432609558,1,1.8449773183100235,5.271363766600067e-05,1579.9900199600756
2023_05_04_13_08_16_805074,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,43.15472626686096,1,-0.11531108239438465,-3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_08_18_555822,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,44.9054741859436,1,0.538118384507218,1.5374810985920517e-05,1579.9900199600756
2023_05_04_13_08_20_308459,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,46.65811061859131,1,-0.730303521831013,-2.0865814909457515e-05,1579.9900199600756
2023_05_04_13_08_22_056823,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,48.40647459030152,1,1.2684219063381004,3.62406258953743e-05,1579.9900199600756
2023_05_04_13_08_23_805566,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,50.15521788597107,1,1.9602884007044081,5.600824002012595e-05,1579.9900199600756
2023_05_04_13_08_25_554948,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,51.90459966659546,1,-0.6149924394366284,-1.757121255533224e-05,1579.9900199600756
2023_05_04_13_08_27_306903,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,53.65655493736267,1,0.9993627140846261,2.8553220402417887e-05,1579.9900199600756
2023_05_04_13_08_29_056007,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,55.405659198760986,1,-0.2306221647887693,-6.589204708250551e-06,1579.9900199600756
2023_05_04_13_08_30_805674,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,57.15532612800598,1,-0.269059192253609,-7.687405492960259e-06,1579.9900199600756
2023_05_04_13_08_32_568207,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,58.91785883903504,1,1.1531108239438503,3.294602354125287e-05,1579.9900199600756
2023_05_04_13_08_34_306088,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,60.65574049949646,1,0.922488659155081,2.6356818833002315e-05,1579.9900199600756
2023_05_04_13_08_36_064505,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,62.414156675338745,1,-0.4612443295775386,-1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_08_37_804290,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,64.1539421081543,1,0.6149924394366284,1.757121255533224e-05,1579.9900199600756
2023_05_04_13_08_39_555937,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,65.90558934211731,1,1.1915478514085556,3.404422432595873e-05,1579.9900199600756
2023_05_04_13_08_41_306046,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,67.65569758415222,1,1.0377997415494657,2.9651421187127592e-05,1579.9900199600756
2023_05_04_13_08_43_056559,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,69.40621066093445,1,-0.7687405492958528,-2.1964015694167223e-05,1579.9900199600756
2023_05_04_13_08_44_802480,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,71.1521315574646,1,-0.03843702746483973,-1.0982007847097065e-06,1579.9900199600756
2023_05_04_13_08_46_556378,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,72.90602970123291,1,0.8456146042255361,2.4160417263586746e-05,1579.9900199600756
2023_05_04_13_08_48_301589,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,74.65124106407166,1,-0.19218513732392958,-5.491003923540845e-06,1579.9900199600756
2023_05_04_13_08_50_055554,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,76.4052062034607,1,1.4221700161973247,4.063342903420928e-05,1579.9900199600756
2023_05_04_13_08_51_804852,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,78.1545045375824,1,1.8065402908453223,5.161543688129492e-05,1579.9900199600756
2023_05_04_13_08_53_567004,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,79.91665577888489,1,0.8456146042255361,2.4160417263586746e-05,1579.9900199600756
2023_05_04_13_08_55_305974,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,81.65562629699707,1,-1.7296662359157775,-4.941903531187936e-05,1579.9900199600756
2023_05_04_13_08_57_048781,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,83.39843320846558,1,-0.3459332471831539,-9.883807062375826e-06,1579.9900199600756
2023_05_04_13_08_58_804904,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,85.15455627441406,1,0.8840516316902375,2.52586180482925e-05,1579.9900199600756
2023_05_04_13_09_00_556073,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,86.90572547912598,1,-0.42280730211269885,-1.2080208631791396e-05,1579.9900199600756
2023_05_04_13_09_02_307144,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,88.65679574012756,1,1.6527921809860942,4.722263374245983e-05,1579.9900199600756
2023_05_04_13_09_04_056324,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,90.40597581863403,1,0.8840516316902375,2.52586180482925e-05,1579.9900199600756
2023_05_04_13_09_05_472051,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,91.82170343399048,1,-0.11531108239424627,-3.294602354121322e-06,1579.9900199600756
2023_05_04_13_09_07_898407,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,94.24805903434752,1,-0.6534294669016065,-1.86694133400459e-05,1579.9900199600756
2023_05_04_13_09_09_634387,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,95.98403930664062,1,0.30749621971844876,8.785606277669964e-06,1579.9900199600756
2023_05_04_13_09_11_382478,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,97.73213052749634,1,-0.03843702746483973,-1.0982007847097065e-06,1579.9900199600756
2023_05_04_13_09_13_132134,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,99.48178601264954,1,0.2306221647887693,6.589204708250551e-06,1579.9900199600756
2023_05_04_13_09_14_882791,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,101.23244285583496,1,0.3843702746479937,1.0982007847085534e-05,1579.9900199600756
2023_05_04_13_09_16_639693,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,102.98934531211852,1,-0.2306221647887693,-6.589204708250551e-06,1579.9900199600756
2023_05_04_13_09_18_384699,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,104.73435115814208,1,1.153110823943712,3.294602354124891e-05,1579.9900199600756
2023_05_04_13_09_20_146577,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,106.49622941017152,1,0.8071775767606926,2.3062216478876932e-05,1579.9900199600756
2023_05_04_13_09_21_884895,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,108.23239636421204,1,0.49968135704237837,1.427661020121081e-05,1579.9900199600756
2023_05_04_13_09_23_633203,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,109.98285484313963,1,1.7296662359157775,4.941903531187936e-05,1579.9900199600756
2023_05_04_13_09_25_382867,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,111.7325189113617,1,-1.3068589338029402,-3.733882668008401e-05,1579.9900199600756
2023_05_04_13_09_27_133696,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,113.4833481311798,1,-0.269059192253609,-7.687405492960259e-06,1579.9900199600756
2023_05_04_13_09_28_883712,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,115.2333641052246,1,1.9987254281693865,5.7106440804839616e-05,1579.9900199600756
2023_05_04_13_09_30_635176,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,116.9848279953003,1,1.9987254281693865,5.7106440804839616e-05,1579.9900199600756
2023_05_04_13_09_32_382447,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,118.7320990562439,1,0.9609256866197823,2.7455019617708066e-05,1579.9900199600756
2023_05_04_13_09_34_148926,,1600,50,19.64MHz,7,MID,2nm <1.643nm>,120.49857783317566,1,-0.9993627140846261,-2.8553220402417887e-05,1579.9900199600756
2023_05_04_13_09_37_745662,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,2.194709539413452,1,-0.5765554119719233,-1.647301177062638e-05,1579.9900199600756
2023_05_04_13_09_39_492582,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,3.941628932952881,1,-0.9993627140846261,-2.8553220402417887e-05,1579.9900199600756
2023_05_04_13_09_41_243995,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,5.693042278289795,1,-0.3843702746479937,-1.0982007847085534e-05,1579.9900199600756
2023_05_04_13_09_42_989215,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,7.438262701034546,1,-0.2306221647887693,-6.589204708250551e-06,1579.9900199600756
2023_05_04_13_09_44_742948,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,9.191994905471802,1,-2.6521548950707206,-7.577585414487774e-05,1579.9900199600756
2023_05_04_13_09_46_491268,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,10.940315008163452,1,-1.8065402908451842,-5.161543688129098e-05,1579.9900199600756
2023_05_04_13_09_48_243466,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,12.692513465881348,1,0.2306221647887693,6.589204708250551e-06,1579.9900199600756
2023_05_04_13_09_50_213051,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,14.662097930908203,1,-0.11531108239438465,-3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_09_51_960385,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,16.40943217277527,1,0.49968135704237837,1.427661020121081e-05,1579.9900199600756
2023_05_04_13_09_53_709075,,1600,50,19.64MHz,8,MID,2nm <1.643nm>,18.158122539520264,1,-0.5765554119719233,-1.647301177062638e-05,1579.9900199600756
